Customer ID,Customer Name,Segment
MR-17545,Mathew Reese,Home Office
SM-20320,Sean Miller,Home Office
FG-14260,Frank Gastineau,Home Office
BF-11275,Beth Fritzler,Corporate
NM-18445,Nathan Mautz,Home Office
MG-18145,Mike Gockenbach,Consumer
EM-13960,Eric Murdock,Consumer
CM-12190,Charlotte Melton,Consumer
DK-12895,Dana Kaydos,Consumer
RH-19495,Rick Hansen,Consumer
NF-18595,Nicole Fjeld,Home Office
DO-13645,Doug O'Connell,Consumer
PR-18880,Patrick Ryan,Consumer
AW-10840,Anthony Witt,Consumer
RK-19300,Ralph Kennedy,Consumer
KB-16405,Katrina Bavinger,Home Office
TG-21640,Trudy Glocke,Consumer
AR-10345,Alex Russell,Corporate
SS-20410,Shahid Shariari,Consumer
JF-15415,Jennifer Ferguson,Consumer
BF-11080,Bart Folk,Consumer
RB-19705,Roger Barcio,Home Office
TC-21145,Theresa Coyne,Corporate
ML-18265,Muhammed Lee,Consumer
SC-20440,Shaun Chance,Corporate
ME-18010,Michelle Ellison,Corporate
JK-16090,Juliana Krohn,Consumer
PO-19195,Phillina Ober,Home Office
AG-10765,Anthony Garverick,Home Office
BO-11425,Bobby Odegard,Consumer
AJ-10960,Astrea Jones,Consumer
HH-15010,Hilary Holden,Corporate
PH-18790,Patricia Hirasaki,Home Office
RB-19330,Randy Bradley,Consumer
JR-15700,Jocasta Rupert,Consumer
JC-16105,Julie Creighton,Corporate
KH-16510,Keith Herrera,Consumer
JK-15625,Jim Karlsson,Consumer
DL-12925,Daniel Lacy,Consumer
GT-14635,Grant Thornton,Corporate
CD-12280,Christina DeMoss,Consumer
KN-16450,Kean Nguyen,Corporate
GH-14425,Gary Hwang,Consumer
AB-10600,Ann Blume,Corporate
TB-21190,Thomas Brumley,Home Office
NG-18430,Nathan Gelder,Consumer
MW-18235,Mitch Willingham,Corporate
EK-13795,Eileen Kiefer,Home Office
RB-19435,Richard Bierner,Consumer
JH-15430,Jennifer Halladay,Consumer
MS-17980,Michael Stewart,Corporate
LT-16765,Larry Tron,Consumer
NP-18325,Naresj Patel,Consumer
DK-13150,David Kendrick,Corporate
BD-11635,Brian Derr,Consumer
SG-20080,Sandra Glassco,Consumer
MF-18250,Monica Federle,Corporate
RM-19675,Robert Marley,Home Office
GH-14665,Greg Hansen,Consumer
